,_id,Title,Company,Location,Salary,Description,Date,Job_Search,Department_Search,city,cp,salary_min,salary_max,salary_type,salary_mean,salary_label_quartiles,salary_label_percentile,label_3_mean,label_min_max,salary_label_tertiles
244,p_749b910ca2ac8b7f,Développeur / Développeuse Javascript,NORSYS,Lyon (69),33 000 € - 38 000 € par an,"Toi... Ce qui t’anime au quotidien,c’est le challenge de mettre en place des solutions innovantes et pragmatiques. Curieux, tu souhaites découvrir et intégrer de nouvelles méthodes et technologies. Ta mission, si tu l’acceptes, c’est de devenir membre d’une équipe au sein de notre agence ou en régie. Tes projets portent sur des problématiques clients dans les secteurs :  ecommerce, banque, assurance, finance et fonction publique... Si cette introduction te plait, alors c’est LE moment de rejoindre les 110 easymakers de l’agence de Lyon. Intègre une équipe de sportifs et de joueurs. Tu as le goût pour les défis : sport challenge, norsys poker challenge ? N’attends plus, lis la suite ! Toi chez norsys... Tu interviendras sur la conception et le développement d’applications en BUILD et RUN en environnement. Tu prendras part aux rituels agiles du projet avec ton équipe. Tu participeras aux phases de test tout au long du projet. Tu contribueras à la relation avec le client par le biais de réunions quotidiennes et de démonstrations. Ce qui est essentiel pour mener à bien cette mission, c’est de posséder un bagage significatif en javascript sur des frameworks tels qu’angular, react, node tout en étant familier des bonnes pratiques de développement. Dès ton arrivée, durant 2 semaines, tu intégreras un cursus de formation qui te poussera à “ tendre vers le haut de gamme “. Tu y approfondiras tes connaissances sur des sujets comme le TDD, la qualité du code, la sécurité ou encore la communication dans l’équipe norsys... est une ESN engagée de plus de 500 easymakers (collaborateurs), créée en 1994, spécialisée dans le conseil en assistance à maîtrise d’ouvrage et l’ingénierie informatique sur-mesure utilisant les dernières technologies  (JAVA EE, PHP, Angular, Nodejs...). En 2019, norsys a été certifiée B Corp, ce qui démontre la réalité de son engagement sur le plan social et environnemental et intègre le cercle pionnier d'entreprises internationales très impliquées. Rejoins l'expérience norsys pour 3 raisons : Un équilibre entre vie pro et vie perso : 27 jours de congés payés, 20 jours de RTT, horaires flexibles, télétravail possible Un modèle de développement unique qui vise l’excellence économique, l’accomplissement humain et la réalisation sociétale et environnementale Une entreprise à mission qui souhaite entreprendre autrement et ayant intégré dans ses statuts sa raison d’être : Concevoir avec une préoccupation humaine et éthique des usages du numérique efficaces afin de contribuer à l'évolution positive du monde. Retrouve toute l’actualité de norsys sur Linkedin Type d'emploi : Temps plein, CDI Salaire : 33 000,00€ à 38 000,00€ /an Type d'emploi : Temps plein, CDI Salaire : 33 000,00€ à 38 000,00€ /an",24/09/2019,Développeur,Rhône,Lyon,69,33000.0,38000.0,annually,35500.0,0,1,2,0,1
245,p_74da19ef4219895b,Ingénieur DevOps H/F CDI,Hipip In,Paris 1er (75),36 000 € - 55 000 € par an,"Paris (IDF) – Lyon – Clermont-Ferrand – Strasbourg – Marseille – Toulouse – Bordeaux – Lille – Rennes Nantes  Vous pouvez indiquer dans votre candidature si vous avez des souhaits de mobilité par rapport à votre ville actuelle de résidence.  Notre client est un leader mondial du conseil, des services informatiques et de la transformation numérique. A la pointe de l’innovation, le Groupe aide ses clients à saisir l’ensemble des opportunités que présentent le cloud, le digital et les plateformes.  Notre client est signataire de la Charte Diversité et dispose d'un accord Mission Handicap. Les profils ayant une reconnaissance RQTH sont les bienvenus.  MISSIONS PRINCIPALES  Vos missions: Vous prônez le rôle de DevOps chez nos clients. Vous mettez en place les outils d'industrialisation et de déploiement. Vous faîtes évoluer les systèmes d'information. Vous collaborez avec les métiers et les équipes de développement dans un environnement agile. Vous assurerez la disponibilité, la sécurité et la supervision des infrastructures.",09/06/2019,Développeur,75,Paris,75,36000.0,55000.0,annually,45500.0,2,1,0,3,2
246,p_74db77b18a86701b,Architecte Big Data H/F,MANPOWER CONSEIL RECRUTEMENT,Bordeaux (33),45 000 € - 48 000 € par an,"L'effet WOUAHHH du poste : rejoindre un client final + évoluer dans une équipe à taille humaine + projets innovants!! Société de 200 personnes dans le secteur de l'environnement, notre client renforce son équipe Data (3 personnes + vous bientôt !) : poste d'Architecte Big Dataà pourvoir en CDI dès que possible ! Sous la Responsabilité du DSIet en étroite collaboration avec 2 Data Managers et 1 Data Scientist, vous serez amené(e) à définir, mettre en oeuvre et faire évoluer l’écosystème Big Data nécessaire afin dedévelopper les nouveaux cas d’usage digitaux à destination d'un client majeur de l'entreprise. Ainsi, vos missions principales seront les suivantes : Définition, conception et construction de plateformes et de solutions Big Data Missions d'expertise (audit, assistance technique, ...) Intégration des solutions Big Data avec le reste du SI (authentification, matrice de flux, applications, autres réseaux, tests de technologies unitaires, résolution d’incidents à haut niveau, d’actions correctrices et d’évolution des solutions en place) Appui de l’équipe Data dans la définition et la mise en place de nouvelles sources de données Etre garant des architectures et de leur documentation à chaque instant de leur cycle de vie (définition des principes d’architecture, installation et configuration) Autres missions au quotidien : Définition et qualification des besoins métier afin de les traduire en cahier des charges technique Au travers d’analyses de tendances et de benchmarks des solutions du marché, déterminer les solutions les plus adaptées et performantes pour répondre aux besoins exprimés Le profil Au-delà de votre parcours, c'est votre capacité à prendre des décisionsafin d'opter pour une technologie ou une autre qui feront la différence. C'est notamment votre aptitude à êtreen veille technologique permanentequi vous permettra de mener à bien vos projets. Au niveau technique : vous maîtrisez Python et justifiez idéalement de connaissances dans les technologies Hadoop, notamment Hortonworks HDF (Kafka, Nifi, sqoop) et HDP (Spark, HDFS, HBase, Hive, Zeppelin, Knox, Ranger). Sont un plus : connaissance de l’environnement Dataiku et des technologies ETL Talend Vous disposez d'unexcellent relationnelet d'une bonne capacité d'écoute pour travailler à la fois en équipe réduite (4 personnes), mais également interagir avec des interlocuteurs comme le RSSI, le Responsable SI, la Direction Générale ou encore avec le client majeur de l'entreprise. Package de 45 à 48k euros bruts annuels 26 CP et 12 RTT annuels 37h par semaine, Tickets Restaurant, Comité d'entreprise... Postulez sans tarder ! Type d'emploi : CDI Salaire : 45 000,00€ à 48 000,00€ /an Expérience: architecture big data: 1 an (Requis)",07/09/2019,Data,Gironde,Bordeaux ,33,45000.0,48000.0,annually,46500.0,2,1,0,3,2
247,p_74fd668ceba50015,Ingénieur système Linux / Courant Devops – Solution Saas machine learning et big data,In-Team,Paris (75),45 000 € - 60 000 € par an,"Parce que vous souhaitez rejoindre une société en pleine croissance qui aide les sociétés à travers de la big data à mieux comprendre les attentes des utilisateurs. Parce que vous êtes persuadé que pour traiter des données aussi conséquentes, il faut une infrastructure de dernière génération avec des outils innovants. Parce que vous savez que l’avenir se jouera avec des acteurs qui savent traiter toutes ces données et les interpréter de façon claire afin de continuer à être compétitif sur leur marché. Plus simplement, vous souhaitez travailler sur des projets d’évolution d’une infrastructure qui doit tout le temps se renouveler pour être la plus efficace possible afin que les entreprises puissent adapter de façon plus précise leur stratégie. Le poste : Cette société qui édite une solution SAAS permet aux entreprises à travers de la big data de mieux comprendre les attentes de leurs clients. Le poste proposé est très varié et va vous permettre de vous former dans un secteur en pleine croissance. Sous la responsabilité de la Direction R&D vous travaillerez des projets variés type : Continuer la migration de nos serveurs dédiés legacy vers le cloud Etre force de proposition sur les solutions techniques à choisir dans l’équipe R&D et les mettre en place. Plus concrètement : De formation ingénieur, vous êtes passionné par les nouvelles technologies et accompagné du lead tech, vous réaliserez des sessions de veille technique. Vous avez de très bonnes connaissances sur l’environnement Linux Vous êtes à l’aise avec Python, Ansible, Docker Vous avez déjà des connaissances en BDD (MangoDB est un gros plus) Vous voulez monter en compétence sur des problématiques cloud Vous voulez travailler sur l’évolution de l’infra conçu pour la haute dispo. Salaire et avantages : Entre 45/60 k euros en fonction de votre profil Des locaux d’exception en plein cœur de Paris avec Rooftop pour les bbqs de l’été Un baby et une grosse équipe de compétiteurs sur Mario Kart Pas de dress code, ambiance détendue et apéros d’équipe",08/10/2018,Développeur,75,Paris,75,45000.0,60000.0,annually,52500.0,3,1,0,1,3
248,p_76958379b9e1ba67,DÉVELOPPEURS PYTHON SENIOR H/F,TALENTS RH,Paris (75),2 600 € - 3 400 € par mois,"TALENTS RH, société de recrutement spécialisée Profils Rares, Pénuriques & Hautes Compétence, recherche, pour l’un de ses partenaires, des DÉVELOPPEURS PYTHON SENIOR H/F. Au sein de notre équipe de développement, vous prendrez en charge la conception de nouveaux projets et ferez évoluer les fonctionnalités existantes de nos logiciels. Pour cela, vous devrez : Analyser et qualifier les besoins exprimés par les opérationnels, Concevoir, développer et mettre en production les solutions, Programmer, automatiser et assurer les tests de validation, ainsi que la documentation, Assurer une amélioration continue des logiciels, Veiller à l’application des processus et des outils. Profil : De formation Bac+2/3 en informatique, vous justifiez idéalement d'une première expérience en développement de logiciels d'au moins 2 à 3 ans. Connaissance et maîtrise de l'environnement GNU/Linux. Bonnes connaissances Python, Django, AngularJS. Bonnes connaissances des bases de données relationnelles (PostgreSQL). Connaissances des enjeux de livraison sur des systèmes en production. Maîtrise de l'anglais technique. Vous êtes curieux et suivez attentivement les évolutions techniques qui concernent votre environnement professionnel. Proactif et doté d'un relationnel basé sur l’esprit d’équipe, vous êtes avant tout passionné et n'aurez pas de mal à développer vos projets et faire passer des solutions innovantes dans une entreprise ouverte sur l’innovation. Votre dynamisme, votre autonomie sur votre poste et votre rigueur seront également appréciés Type d'emploi : Temps plein, CDI Salaire : 2 600,00€ à 3 400,00€ /mois Expérience: développeurs python senior h/f ou similaire: 3 ans (Souhaité)",19/09/2019,Développeur,75,Paris,75,31200.0,40800.0,annually,36000.0,0,1,2,0,1
249,p_783c6edf7f62802e,Lead Développeur Frontend,Maskott,Lyon (69),42 000 € - 48 000 € par an,"Maskott, société de l’EdTech (solutions numériques d’apprentissage et d’enseignement) en très forte croissance, primée à l’international et présente au CES Las Vegas 2017, recherche un(e) lead développeur frontend H/F en CDI, à Lyon ou au Puy-en-Velay.  Salaire : 42000 à 48000€ selon le profil ENVIRONNEMENT Fondé en 2004 par des enseignants agrégés en SVT, Maskott propose des solutions de Digital Learning. Son activité R & D est accompagnée de partenaires de renom (Orange, Ministère de l’Education, Commissariat à l’Energie Atomique, Ecole Normale Supérieure de Lyon, …) pour développer des solutions pédagogiques innovantes à destination des établissements scolaires et des entreprises de toutes tailles. Maskott s’ouvre peu à peu aux marchés internationaux grâce à son expertise reconnue dans le domaine du e-learning (Brésil, Quebec …). MISSIONS Vous rejoindrez l’équipe de 9 développeurs en charge de l’évolution et du maintien de Tactileo, plateforme de digital learning (LMS/LCMS), mise à la disposition des 5 millions d’élèves des écoles et collèges de France. Dans une équipe comprenant des profils juniors et des architectes expérimentés, vous aurez l’opportunité de faire vivre vos talents. L’encadrement met un point d’honneur à faire grandir et progresser les membres de son équipe dans une ambiance conviviale et passionnée. Vous aurez la chance de pouvoir piloter et animer des projets innovants. Vous aurez le challenge de mettre en place la refonte technologique de la partie front du site. Ainsi, vos compétences en Architecture logicielle seront mises à contribution afin d’accompagner les équipes dans leurs choix techniques et fonctionnels. Vous aurez le challenge d’améliorer les méthodes de développement pour l’ensemble de l’équipe sur les aspects fronts. PROFIL De formation BAC+5 en informatique, vous justifiez d’une solide expérience (5 années minimum) dans le développement web. En terme d’expérience, vous maitrisez HTML5/CSS3/Javascript, un framework front moderne (Angular, React …) ainsi que l’interaction avec une API REST. Une expérience en ASP.Net et/ou en DevOps (en particulier l’intégration continue) serait un plus. Passionné par les nouvelles technologies, vous avez envie d’apprendre et aimez les challenges techniques. Piloter et animer un projet de bout en bout de sa conception à sa réalisation ne vous fait pas peur. Vous êtes force de proposition et aimez mettre du sens dans ce que vous faites. En terme de management, vous savez être bienveillant, rigoureux et appliqué. Votre expérience vous permet d’avoir le recul nécessaire pour gérer au mieux les ressources et apporter votre aide technique si nécessaire. Vous souhaitez rejoindre un environnement startup décloisonné, au management bienveillant dans une entreprise ayant pour idée qu’améliorer le monde passe par une éducation de qualité ? Rejoignez-nous ! CONTACTEZ-NOUS jobs@maskott.com",08/06/2019,Développeur,Rhône,Lyon,69,42000.0,48000.0,annually,45000.0,1,1,0,3,2
250,p_783f10ba35f8f1ce,Développeuse / Développeur GO - Lyon,Evowlve,Lyon (69),40 000 € - 50 000 € par an,"Client Vous souhaitez travailler sur des technologies innovantes ? Vous avez envie d'évoluer dans le domaine du Big Data autour du retail ? Et tout ça dans une startup ?  Le poste de Dev Backend Go que nous proposons est fait pour vous ! Il s'agit là d'intégrer une startup composée de 25 personnes qui a créé une plateforme à destination du retail. Plus précisément la plateforme permet de faire syncrhoniser le sourcing des marques avec les tendances d'achats des clients.  Chez Evowlve nous avons choisi d'accompagner cette société d'une part pour les technologies sur lesquelles elle travaille et d'autre part pour l'innovation qu'elle propose à ses clients. De plus l'ambiance dans l'équipe R&D est saine et détendue.   Poste Dans une équipe R&D composée de dix ingénieurs vos responsabilités sont :  Analyse des briques logicielles existantes Proposition de nouvelles solutions from scratch Rédaction des spécifications techniques et fonctionnelles Développement sur la plateforme SaaS en Go Optimisation des performances Accompagnement des phases de test Veille technologique    Profil Nous engageons nos clients à ne pas se fermer sur certains critères, de fait si votre profil ne correspond pas totalement n'hésitez pas à, tout de même, postuler !  Dans l'idéal nous recherchons une personne ayant :  Un bac+5 en ingénierie informatique Au moins 3 ans d'expérience en développement Back-end Idéalement vous avez déjà évolué sur le langage Go ou à minima C/C++ et/ou Python En complément vous avez des notions à propos de Javascript (Angular, React…), Docker, AWS Idéalement vous connaissez la méthode agile Scrum  Chez Evowlve toute candidature mène à un premier contact (comment faire connaissance sans échange sinon ?) alors n'hésitez pas à indiquer dans votre candidature vos disponibilités pour un premier échange téléphonique (nous ferons le maximum pour nous y adapter).",07/09/2019,Développeur,Rhône,Lyon,69,40000.0,50000.0,annually,45000.0,1,1,0,3,2
251,p_78803e44c78f7b3c,SOFTWARE ENGINEER,Harnham,Paris (75),45 000 € - 55 000 € par an,"SOFTWARE ENGINEER 45-55K par an Paris, France Cette Start-Up spécialisée dans le domaine médical développe une technologie innovante basée sur l'IA et le ML. Aujourd'hui elle recherche un Software Engineer ayant également des principes DevOps afin d'intégrer l'équipe Data. Vous jouerez un rôle central dans cette équipe en travaillant étroitement avec les Data Engineers et les Data Scientists sur des sujets à forte valeur ajoutée. LE POSTE : Au sein de l'équipe Data : Vous travaillerez en collaboration avec l'équipe Data Science afin de leur permettre de sclaer les algorithmes Vous développerez les packages Vous permettrez d'optimiser et de rendre efficient les opérations quotidiennes (debug) sur l'infrastructure existante. Vous rédigerez un code de qualité et apporterez votre expertise en développement afin de partager vos bonnes pratiques LE PROFIL: Diplômé d'un Master Ingénieur ou Scientifique Vous maîtrisez Python Vous connaissez Kubernetes et les principes DevOps Vous avez une certaine expérience dans l'orchestration et la conteneurisation Vous êtes force de proposition et savez prendre en main un sujet développement Vous aimez partager vos connaissances et vous avez la capacité à travailler en équipe COMMENT POSTULER : Si vous êtes intéressé(e), merci de faire part de votre CV à Pierre Gerbeau.",27/09/2019,Développeur,75,Paris,75,45000.0,55000.0,annually,50000.0,2,1,0,1,3
252,p_7901c1e57b7a287b,Devops - Migration AWS vers GCP,Easy Partner,Paris (75),55 000 € - 65 000 € par an,"Notre client est une start up dans le secteur de la Food qui révolutionne nos habitudes de consommation. Comment ? Ou nous aidant chaque jour à trouver LA recette, simple et saine mais également en nous proposant les bons ingrédients pour réaliser celle-ci. Bref, avec vous, vous allez : mieux manger, mieux consommer, gagner du temps et épater vos amis. #Jackpot Dans une équipe IT de 15 personnes (90 salariés au total) vous évoluerez en qualité de Lead Devops et aurez pour objectif a termes de créer et faire monter votre équipe. Au quotidien * Etre le garant de la disponibilité du site et de l’architecture machine (Cloud), * Déployer le CI * Accompagner un junior dans ses missions sur la logique Admin des machines du plateau / NAS * Optimisation des performances (algorithmes/code, caching, scripts SQL, redis etc.....), * Outils de versioning GIT * Test unitaires et fonctionnels (Behat / PhpUnit), * TDD et développement continu (Jenkins), * Cloud computing GCP / Kubernetes / Terraform / Packer / Ansible Les petits plus : * Vous testerez régulièrement les bons petits plates des créatrices culinaires (qui sont dans les même locaux !) * Equipe jeune * Les innovations vont à vitesse grand V chez eux !! Votre profil * de bonnes connaissances sur AWS et / ou GCP (migration en cours) * Une âme de manageur : à termes vous prendrez le lead sur l’équipe ! * 3 ans d’expérience minimum sur un poste similaire Type d'emploi : CDI Salaire : 55 000,00€ à 65 000,00€ /an Expérience: devops - migration aws vers gcp ou similaire: 1 an (Souhaité)",17/09/2019,Développeur,75,Paris,75,55000.0,65000.0,annually,60000.0,3,2,1,1,3
253,p_7acdf63e923d752a,Consultante / Consultant Devops - Lyon,Zenika,Lyon (69),35 000 € - 55 000 € par an,"Tu te dis que choisir et refuser tes missions, faire du télétravail, être formé régulièrement ne sont pas compatibles avec un job en ESN ? Et si on te disait que chez Zenika c’est possible ! Qui sommes-nous ? Depuis notre implantation en 2009, les Zenilyonnais ont su devenir une valeur sûre et incontournable du marché IT de Lyon. Idéalement situé dans le quartier de La Part Dieu, nous pouvons dire que tous les chemins mènent à Zenika ! Nous sommes aujourd’hui reconnus pour notre palette d’expertises (Web, DevOps, Big Data, Mobile, IoT, Craftsmanship, Agilité…) mais aussi pour notre rayonnement au sein de la communauté grâce à nos meet-Up, conférences ainsi que nos formations à fortes valeurs ajoutées. En dehors de tes missions, tu pourras aussi retrouver tes collègues, lors de parties de babyfoot endiablées, de soirées jeux vidéo, soutenir l’Asvel en faisant un maximum de bruit, des batailles de Nerfs, des sorties nocturnes, mais surtout, toujours dans la bonne humeur ! Tes missions Tu es convaincu comme nous que l'intégration et le déploiement continus font partie des principes de base à mettre en place pour accélérer le développement des applications et en assurer la bonne qualité ? Rejoins Zenika et aide nous à mettre en place une usine logicielle qui va de la construction des artéfacts jusqu'à leur déploiement sur les différents environnements sur lesquels ils doivent être testés et mis à disposition de leurs utilisateurs finaux. Dans le cadre de tes missions tu devras : Proposer les architectures techniques adaptées au contexte de l'entreprise pour la mise en place de l'intégration et du déploiement continu Automatiser la mise en place de l'infrastructure associée Proposer, installer, utiliser et accompagner les utilisateurs sur l'outil de modélisation du pipeline d'intégration et de déploiement continu Etre capable de proposer des pipelines de déploiement adaptés aux workflow de l'entreprise et aux plateformes cibles Accompagner et travailler avec les développeurs et les responsables des infrastructures techniques pour mettre en place les solutions qui conviennent le mieux à tous dans un esprit de partage et de collaboration Mettre en place les outils qui permettront de mesurer la pertinence des actions mises en place et d'assurer la maintenabilité des applications et des infrastructures techniques. Qui es-tu ? Nos indispensables : Compréhension des grands principes de la culture DevOps (CALMS, Three Ways) Outils de scripting : shell, ruby, python, groovy Outils de gestion de la configuration : Ansible, Chef, Puppet, Salt Stack, et les outils de tests associés Outils de gestion de pipelines : Jenkins, GoCD, GitlabCI, Circle CI, Travis CI, CodeShip Outils de centralisation des logs, de collecte et de visualisation des métriques : Stack Elastic, Graylog, Prometheus, OpenTSDB, InfluxDB, Grafana Outils de containerisation : Docker, Rkt Compréhension des systèmes distribués et répartis Tu t’investis sur la qualité des projets, tu adhères aux principes DevOps et tu es vigilant sur la performance. Même si tu n’es pas tombé dedans quand tu étais petit, tu as une réelle appétence pour le développement. Github, Gitlab, Stackoverflow ou encore bitbucket font partie de tes outils de veille quotidiens ? Tu aimes échanger et partager avec tes pairs et tu aimerais participer à des événements. Tu as hésité à passer le CAPES car tu es un formateur dans l’âme et tu souhaites en faire bénéficier le plus grand nombre Tu ne te prends pas trop au sérieux et tu aimes travailler dans un environnement fun et convivial ? Et nos plus : Outils d'orchestration de containers : Kubernetes, Openshift, Swarm, DC/OS, CloudFoundry, Rancher Outils de gestion de cloud privé : OpenStack, CloudStack, VMWare vSphere Connaissances des clouds publiques : AWS, Azure, GCE, DigitalOcean Langage de développement (Java, C#, Golang, Rust) et outils de build associés (maven, gradle, make) Outils de découverte de service : Consul, Etcd, Eureka Mécanismes et outils de gestion du cycle de vie de la configuration des applications : Spring Cloud Config, Confd, Vault, Data Containers Qu’est ce qu’on t’offre? En résumé, Zenika, te permettra : De travailler au sein d’une équipe passionnée avec de l’entraide mais surtout de la bonne humeur, De choisir d’intégrer ou quitter les projets clients de ton choix De travailler dans un environnement agile De réaliser des missions d’audit, d’expertise technique et des POCs D’avoir du temps dédié pour contribuer à des projets Open-Source ou à tes projets personnels D’animer ou de participer à des événements techniques De participer aux meilleures conférences (Devoxx, Devfest, Breizhcamp, MixIT, BDX I/O, Snowcamp et bien d’autres) D’avoir la possibilité de devenir formateur sur tes domaines d’expertise De bénéficier de nos formations et de passer des certifications De choisir ton matériel informatique (PC, Mac etc.) De conserver un équilibre vie pro/vie perso (notamment avec le télétravail, les RTT,…) Surtout, d’avoir ta garde robe aux couleurs de Zenika ! Ce que tu ne trouveras pas chez nous? Un poste en freelance, full remote Un projet en centre de services où tu ne feras que de la TMA Un management directif Le vouvoiement Un CEO/manager inaccessible et dans un bureau fermé Une hiérarchie pyramidale Du cycle en V Ok, et si ton profil est retenu, que se passe-t-il ensuite ? Tu rencontreras le/la chargé.e de recrutement afin de préciser tes attentes et les mettre en perspective avec ce que l'on peut te proposer chez Zenika. La rencontre est positive, super ! On continue ! tu échanges avec le Directeur d’Agence & le Directeur Technique qui te présenteront l'agence, les missions potentielles et surtout notre manière d'accompagner nos collaborateurs dans leur parcours professionnel. Ce que l'on peut te proposer te plait ? parfait ! Dernière étape, un échange avec un de tes pairs mais surtout un de tes futurs collègues, un expert de nos équipes, qui évaluera avec toi ton potentiel technique ! Les 3 étapes se sont bien déroulées? Magnifique, tu n'as plus qu'à dire oui à notre proposition d'embauche pour nous rejoindre ! Nous misons avant tout sur des profils, des potentiels et des personnalités. Le meilleur moyen de voir si ça match, c'est de postuler chez Zenika ! Type d'emploi : CDI Salaire : 35 000,00€ à 55 000,00€ /an",08/10/2019,Développeur,Rhône,Lyon,69,35000.0,55000.0,annually,45000.0,1,1,0,3,2
254,p_7ae3c2ebe428b460,"Data Scientist ""Energie"" (H/F)",ADONIS,Paris (75),40 000 € - 60 000 € par an,"Dans le cadre de notre développement, nous recherchons un Data Scientist (H/F) pour notre client Grand Compte secteur Energie basé à Paris. Description de la mission : Au sein de la Direction Numérique , centre de ressource et d'expertise sur le traitement de données et l'intelligence artificielle, le projet consiste à élaborer des méthodes et des outils pour les métiers et les directions régionales du Groupe. Il s'agit notamment de produire les données nécessaires au bon fonctionnement des mécanismes du marché de l'électricité (équilibrage, flexibilité, capacité etc.) et à la transition énergétique des territoires. Pour cela La Fabrique s'appuie sur les compétences de Datascientists et de Data analysts portant sur l'expertise des données, leur acquisition et leur traitement en masse. La Fabrique recherche 1 Datascientist H/F, basé(e) à Paris, pour développer les services de données à destination des métiers du Groupe et des acteurs du marché de l'électricité. Le Consultant sera amené à participer à des projets dans les domaines Big Data et Intelligence Artificielle, sur des types de données en constant développement : les données de comptage et les données contractuelles, mais également des données non structurées telles qu'images et textes. Les travaux à réaliser comprennent le développement d'outils prototypes, leur intégration dans un environnement pérenne, l'accompagnement de leur utilisation et leur valorisation. Les Datascientists de La Fabrique travaillent notamment en SQL Teradata. Ils ont accès à un serveur analytique performant pour leurs analyses en R et Python, à des clusters Hadoop en Hive ou Spark lorsque la volumétrie le nécessite, et à des machines GPU pour le travail sur réseaux de neurones. Vous rejoindrez l'équipe en charge du traitement des données, intelligence artificielle composée actuellement d'une douzaine de Data Scientists. A ce titre, vos missions consisteront : Profilage des consommations et des productions : nouveaux profils liés aux nouveaux usages de l'électricité, système cible de reconstitution des flux lié à la généralisation des compteurs communicants, modélisation pour le réseau, profils locaux Appui aux activités "" Services de données "" Appui datascience aux activités opérationnelles pour les mécanismes de marché (ex : définition et mise en place d'indicateurs de supervision) Echanges avec la DSI et rédaction d'expressions de besoin à destination de la direction des Systèmes d'information (DSI) en vue de l'industrialisation de services de données Ce poste, dynamique et très varié, vous permettra de travailler sur des problématiques opérationnelles et en vogue, liées à la transition énergétique et à l'Intelligence Artificielle. Par la suite, de multiples parcours seront possibles dans ce domaine en pleine évolution (orientés technicité ou management). Profil recherché : De formation Ingénieur ou Universitaire avec une spécialisation Datasciences, vous disposez au minimum d'une première expérience (y compris stage ou alternance) dans le domaine du développement informatique, en mathématiques appliquées ou dans le domaine des études statistiques avec des connaissances dans le domaine du data mining, machine learning etc. Une première expérience dans le domaine de l'énergie est appréciable. Doté(e) d'un esprit d'analyse et de synthèse, vous êtes force de proposition et avez un goût prononcé pour les nouvelles technologies et leur application au développement de produits et services innovants. Vous disposez de bonnes compétences rédactionnelles et vous saurez vous adapter à un environnement technique en constante évolution. Vous maîtrisez des langages informatiques/bureautiques tels que R, Python, Office. Javascript, Scala et Spark seraient un plus. Vos qualités relationnelles et vos capacités d'écoute vous permettent d'évoluer aisément au sein d'un collectif. La maîtrise de l'anglais est appréciable. QUI SOMMES-NOUS ? ADONIS est une Entreprise de Services du Numérique (ESN), spécialisée dans le conseil et l'ingénierie des Systèmes d'Information. Les consultants ADONIS interviennent sur des missions liées à la transformation digitale et modernisation des SI clients. Un parc clients composés principalement de Startups, PME et Grands Comptes (Banque & Finance, Assurance & Protection Sociale, Telecom Media, E-Commerce, Energie & Utilities, Industrie). ADONIS opère sur des marchés à forte valeur ajoutée en France, Belgique, Suisse, Luxembourg et Maghreb. NOTRE OFFRE Un panel complet de Services et de Solutions, centrés sur les enjeux métiers de nos clients. Notre offre s'articule autour de 5 Pôles : 1- Transformation Digitale (Mobilité, iOT, Big data & Analytics, Cloud) 2- Études et Développement (Software Development, Web, Mobile, Opensource, iOT/Embedded Syst.) 3- Infrastructures et Production (S&R, Infogérance, Production IT, Cybersécurité, Cloud) 4- Progiciels de Gestion (ERP, Paie, RH, CRM & BI) 5- Décisionnel (Business Intelligence, décisionnel et Reporting) En savoir plus sur ADONIS : https://www.adonis-groupe.com ADONIS ""Greatest Digital Jobs "" : Offres en vedette : https://carrieres.adonis-groupe.com/ Voir toutes nos offres: https://carrieres.adonis-groupe.com/find-a-job/ Suivez-nous sur les réseaux sociaux : Linkedin : https://www.linkedin.com/company/adonis-groupe Facebook : https://www.facebook.com/Adonis.Gpe Twitter: https://twitter.com/adonis_groupe Type d'emploi : Freelance / Indépendant, CDI Salaire : 40 000,00€ à 60 000,00€ /an",07/09/2019,Data,75,Paris,75,40000.0,60000.0,annually,50000.0,2,1,0,1,3
